1.086809883581930869e+00,8.675381012886423937e-01
5.567387701875923245e-01,-5.520654529676144451e-02
8.490351814982661782e-01,5.889835326392577342e-01
1.689552264639807344e+00,1.164075689181668594e+00
9.437712381945129181e-03,9.860247261779538919e-01
2.431382415662284302e-01,4.405199597313650406e-01
1.341498169453557265e+00,6.495989512573487890e-01
1.651705510210095262e+00,3.215131072340478013e-01
2.734131793699059454e-01,1.643902124117627706e+00
1.150186658854499999e+00,-6.752183760061668538e-01
1.782643908624528040e+00,1.769581240785174092e+00
4.184042442343791635e-01,9.544608069980590193e-01
3.706564391001501146e-01,-4.647139153738729656e-01
2.167537809285102757e-01,7.066772938792447167e-01
4.393949852499843267e-01,6.028948839695029704e-01
1.957247569414739319e+00,1.867343715041550833e+00
1.623366298178646527e+00,1.130597618790980752e+00
3.438820254651884234e-01,2.360679759312262482e-01
1.632449497451679887e+00,9.898591131811457222e-01
5.481474940833983567e-01,1.311223162481014448e+00
8.634083673262433756e-01,2.962650229605284791e-01
1.880059639244749281e+00,2.222447799160122806e+00
1.635298757553454774e+00,8.557102993805671964e-01
6.722239002417973452e-01,-4.995924623016536614e-01
3.508209074846733166e-01,3.120662293399356635e-01
7.456640925798463382e-01,4.891283378225932954e-03
1.137701470514684843e-02,1.199685131642790781e+00
5.048527068896808689e-01,-1.780754604708899569e-01
1.591325016946574689e+00,1.524550318988185271e+00
3.050994249267802161e-02,8.534452620839189096e-01
1.197686753856985753e+00,-2.663233858174467450e-01
1.207609078085707166e+00,-2.005362331725875635e-01
2.102953708241126485e-01,1.123278203244413742e+00
7.638868898862201107e-01,3.162692633904409245e-01
7.295211318513783461e-02,1.810110920685648495e+00
1.780823126884151453e+00,1.951962657559372705e+00
1.961841714024622929e+00,3.325380203034306703e+00
1.198839776360745013e-01,1.906322963073525223e+00
1.781091889457008248e+00,1.468795777683587600e+00
1.153802998800065760e+00,3.755354541880851493e-01
1.484959378195954693e+00,4.970358813839684808e-01
1.260367872950752144e+00,6.618657403973756681e-01
1.163684384797555760e+00,-2.420208401526447450e-01
4.087826405384631379e-02,1.745602374540335955e+00
4.200531553457211853e-01,7.798300940022078187e-01
