-0.58274,1.2742,-0.82474,-1.8253,-1.5209,-1.5501,-2.4869,-4.6816,-1.5252,-3.4272,1.3391,1.5407
0.18282,0.1069,0.20082,-2.0592,-0.8274,-0.50552,0.019494,-3.627,-0.64722,-1.0118,0.039531,0.1459
-0.93719,-0.08697,-0.07247,-1.604,-0.6905,-1.5009,-1.7061,-4.0807,-1.5458,-3.3136,0.14477,-0.30224
0.54646,0.034079,1.6592,-1.8972,-0.61965,-0.42823,1.5375,-3.0549,-0.42457,1.1043,0.25024,-0.57809
0.24879,-1.5417,-0.17446,-0.59025,-0.18622,0.28558,0.30226,-0.41389,0.51273,-1.4442,-1.3553,-1.5255
1.36,-0.42482,-2.0655,0.047825,-0.29191,0.99526,-1.0891,1.0714,0.97946,-0.33717,-0.46489,-0.36456
-1.9204,-0.77606,-0.84291,1.119,-0.49338,-2.108,-3.2236,-1.5799,-2.3508,-6.0437,-0.84695,-0.78507
1.6459,1.1686,-0.4361,0.18518,-0.17072,-0.388,-0.61275,-0.3272,-0.60233,1.7573,0.99796,1.2399
0.86855,0.94248,0.65886,-0.088816,-1.5881,-2.3308,-1.7014,-3.8833,-1.7517,-1.4442,0.89904,1.0576
-0.36954,-0.9123,-1.681,0.2783,0.84549,0.35696,-1.6457,1.5584,0.48034,-2.0231,-1.0227,-0.88638
0.031188,-0.71098,-0.69841,0.96314,0.4112,-0.72416,-1.3886,0.89388,-0.76137,-1.6532,-0.6604,-0.67385
0.095315,-0.040165,-1.046,-0.44079,-0.46481,0.073028,-0.96002,-0.56013,-0.26757,-1.4455,0.086046,0.025334
1.2057,1.3074,0.86905,1.3788,0.78636,-0.065341,0.64717,2.419,-0.1752,3.9697,1.6223,1.5015
1.2009,-1.2424,1.1143,0.74961,1.8339,1.1609,1.9895,3.6756,1.0737,4.4043,-1.3513,-1.2211
0.8005,1.9006,1.3054,-1.503,-1.4036,-0.15425,1.0123,-3.1883,-0.26169,2.7688,1.9015,2.003
1.48,-0.94116,0.358,0.52315,-0.16136,0.47312,1.1891,0.61756,0.32623,1.0272,-1.0153,-0.85654
0.36883,-0.50158,0.24708,-0.54999,0.14881,0.35201,0.72731,0.6534,0.36235,0.36113,-0.030691,-0.81531
-1.1273,0.68721,-0.39661,0.021357,1.0837,-0.21032,-0.59416,0.94514,-0.021772,-0.23222,0.87028,0.41763
0.4735,-1.5124,0.12976,-1.0678,-0.36436,1.1624,1.4536,-0.041466,1.1448,-0.24967,-1.5327,-1.5117
-1.8623,-1.7467,-1.0044,0.53234,1.3104,0.1786,-0.84036,1.6566,0.45996,-3.4119,-1.5445,-1.7708
-0.20645,0.99055,-0.10624,2.6279,0.89448,0.73787,0.53265,4.0689,0.42944,2.4919,0.97901,0.97927
0.17997,1.1312,-0.80372,1.2463,-0.24228,-0.24278,-1.1592,0.82634,0.25678,0.48839,1.0142,1.1087
0.40696,1.1863,1.7038,0.22405,-0.8031,1.5302,3.1633,0.99804,1.2791,4.0722,1.2992,1.1287
-0.050083,-2.5795,2.3067,1.2306,-0.11813,-0.10156,1.8419,1.1442,-0.23874,-0.61664,-2.7268,-2.3844
0.81229,0.51083,-0.27883,0.3077,-0.35944,-0.77045,-1.0638,-0.89062,-0.66437,0.2213,0.51336,0.69871
0.28609,-1.2785,-0.40929,0.56575,0.47023,-1.7828,-2.0443,-0.4882,-1.9189,-2.6513,-1.5828,-1.0266
-0.39153,-0.019175,0.083236,-0.6991,-0.49599,0.40549,0.83268,-1.1216,-0.1434,-0.59961,-0.0060534,0.04152
-0.32723,-1.848,0.7785,-0.31765,-0.66936,-0.26378,0.9477,-1.0737,-0.38195,-2.3784,-2.1655,-1.813
0.87586,-1.1336,0.97569,0.082426,1.6417,-1.0991,-0.12587,0.64345,-1.3658,1.2987,-1.2546,-1.1555
-0.4006,1.1867,-0.89168,0.47607,1.7554,-0.8741,-1.9076,1.2768,-1.188,0.87375,1.6284,1.2573
2.0143,-0.41252,-0.75105,0.43758,1.9024,0.50241,-0.32217,2.6535,0.66585,3.341,-0.26005,-0.25227
-1.4364,1.101,-1.4014,-0.57307,0.41179,-0.27632,-1.5122,-0.061634,-0.31983,-1.291,0.79798,0.85901
-1.2667,-0.82946,-0.010459,1.1803,0.14716,0.55065,0.22209,2.0036,0.68338,-1.4198,-1.1142,-1.0567
0.60815,-2.0696,-0.97765,1.4368,0.033173,0.22709,-0.93797,1.5552,0.17405,-2.0884,-2.1035,-1.9862
-0.64507,-2.1963,-0.24224,1.2578,-1.1805,-2.1046,-2.3254,-2.1041,-2.0251,-6.1692,-2.0851,-2.0305
0.1431,1.1914,-0.17095,0.83313,-0.92985,-0.50814,-0.68005,-1.0855,-0.36004,-0.22171,0.9491,1.2096
1.0389,0.99406,2.1834,0.86973,-0.47512,1.275,3.5149,1.3329,1.4403,4.6009,1.396,0.97221
-0.1602,-0.41332,1.2323,0.43677,0.78957,-0.52009,0.63879,0.73483,-0.74773,0.60235,-0.13359,-0.35323
0.57675,0.31959,-0.92399,-0.9148,-0.34969,-0.16211,-1.3823,-1.6118,-0.15414,-0.25302,0.28002,0.41044
-0.22733,-0.63981,0.40379,0.55784,0.46105,-0.43044,0.024402,0.91655,-0.71217,-0.14833,-0.35703,-0.67522
0.778,-1.294,1.0367,-0.93529,0.10311,1.7609,2.8668,0.94984,1.623,2.4368,-1.1798,-1.3293
-1.5222,0.95272,-0.3561,1.2267,-0.43189,0.7472,0.40237,1.9044,0.83031,-0.75976,0.90796,1.0943
-0.0047919,-1.7911,-0.25043,1.7386,0.96586,0.46084,0.41881,3.1655,0.0078208,-1.0391,-1.9655,-1.7076
-0.44415,-0.731,-0.47253,-1.6788,1.1142,0.94463,0.68687,0.16401,0.81154,0.35164,-0.57243,-0.54167
-1.3318,-0.24803,1.1554,0.31497,0.027115,0.69198,2.0497,1.0572,0.7242,0.037987,-0.55329,-0.0091824
-2.3059,0.1868,0.44872,-1.1665,-0.7016,-0.0022053,0.4681,-1.9819,0.16159,-2.2836,-0.13601,0.16829
-0.62071,-1.6205,0.59634,0.90577,0.02241,-0.29873,0.28623,0.50977,-0.2229,-2.1582,-1.7039,-1.6467
0.4267,1.949,1.2091,-0.36058,-0.75402,1.1729,2.2155,-0.021261,1.0874,4.0257,2.0405,1.7785
0.1105,-0.052632,-0.62454,-2.0325,-2.536,1.3474,0.62909,-3.2403,1.2766,-1.6899,-0.02797,0.11104
1.1624,-0.38891,0.1185,-0.93443,-1.3047,-0.47222,-0.23077,-2.6704,-0.62831,-0.96365,-0.22528,-0.08062
-0.22898,-1.7408,-2.4941,0.54965,-2.4772,0.97682,-1.76,-1.2038,1.1737,-6.1105,-1.8977,-1.6282
1.2478,-1.749,1.3342,-0.15593,0.91317,0.20524,1.6021,0.85726,-0.16948,1.8253,-1.8532,-1.5118
0.1201,0.0105,0.7394,0.64679,-0.91571,1.4518,2.1595,1.2792,1.0925,1.3074,-0.2267,-0.066656
-1.2045,-0.071717,1.0773,0.7008,-1.0321,0.87908,2.0116,0.92109,0.81807,-0.34222,-0.16808,-0.089249
-1.5084,0.63778,-0.051303,-0.21498,-2.1708,-0.91191,-0.83847,-3.3427,-1.1511,-4.0126,0.33441,0.3446
0.83858,-0.97933,1.1525,2.0213,-0.38161,-0.15075,0.65386,1.6867,-0.23147,0.26344,-0.76603,-0.78825
